Stop_Number,Municipality,Stop_Avg_Daily_Boardings_MF,Stop_Avg_Daily_Alightings_MF,Stop_Avg_Daily_Boardings_Sat,Stop_Avg_Daily_Alightings_Sat,Stop_Avg_Daily_Boardings_SunHol,Stop_Avg_Daily_Alightings_SunHol,TSPR_Year,Stop_Latitude,Stop_Longitude
52909,Burnaby,31,13,9,7,16,12,2019,49.277852,-122.981038
52910,Burnaby,61,35,27,18,14,21,2019,49.275162,-122.981168
52911,Burnaby,39,33,12,30,19,18,2019,49.272526,-122.981223
52936,Burnaby,36,10,18,9,13,7,2019,49.266541,-122.981093
52937,Burnaby,23,21,9,0,7,6,2019,49.268316,-122.981077
52938,Burnaby,40,56,28,43,22,22,2019,49.270142,-122.98107
52939,Burnaby,16,33,10,25,16,24,2019,49.271944,-122.981061
52940,Burnaby,34,47,15,25,10,10,2019,49.276101,-122.980894
52941,Burnaby,7,18,6,8,6,6,2019,49.277579,-122.980878
52942,Burnaby,15,114,9,64,0,22,2019,49.279422,-122.980857
52992,Burnaby,899,800,562,434,529,366,2019,49.212196,-122.958297
58337,Burnaby,64,137,43,85,18,67,2019,49.280431,-122.981804
58342,Burnaby,907,880,555,457,454,304,2019,49.264688,-122.981032
58342,Burnaby,907,880,555,457,454,304,2019,49.264688,-122.981032
58343,Burnaby,938,881,463,568,340,435,2019,49.264489,-122.981313
58343,Burnaby,938,881,463,568,340,435,2019,49.264489,-122.981313
58344,Burnaby,1065,546,566,181,380,171,2019,49.264943,-123.014181
58346,Burnaby,310,193,85,109,35,68,2019,49.264143,-123.014452
58381,Burnaby,18,35,9,25,0,20,2019,49.267723,-122.981243
58384,Burnaby,16,23,8,9,10,0,2019,49.263261,-122.985569
58385,Burnaby,13,37,0,14,0,5,2019,49.262985,-122.986025
58387,Burnaby,27,14,15,11,5,16,2019,49.267781,-123.014362
58388,Burnaby,24,50,15,25,7,10,2019,49.268646,-123.014167
58428,Burnaby,790,1427,482,894,319,670,2019,49.280953,-123.013446
58598,Burnaby,31,15,14,0,0,0,2019,49.269887,-123.014355
59402,Burnaby,120,42,78,19,77,20,2019,49.244604,-123.019856
59995,Burnaby,30,64,0,12,0,23,2019,49.224605,-122.957702
50954,Vancouver,165,302,172,252,110,191,2019,49.281014,-123.029969
50956,Vancouver,215,84,168,94,162,72,2019,49.281215,-123.028984
51162,Burnaby,146,951,95,758,64,523,2019,49.229565,-123.005715
51163,Burnaby,55,1309,28,834,22,581,2019,49.227271,-123.006974
51165,Burnaby,357,32,289,27,183,31,2019,49.228005,-123.007012
51377,Burnaby,153,47,99,33,96,17,2019,49.280991,-123.018168
51378,Burnaby,79,29,56,20,41,9,2019,49.280966,-123.015771
51380,Burnaby,139,94,116,85,77,44,2019,49.280948,-123.008143
51381,Burnaby,1653,1321,1025,854,826,678,2019,49.280927,-123.005171
51382,Burnaby,515,21,494,18,295,11,2019,49.280274,-123.003234
51383,Burnaby,86,7,84,5,63,6,2019,49.278815,-123.003254
51384,Burnaby,119,22,82,9,74,13,2019,49.277102,-123.003279
51385,Burnaby,214,76,92,33,85,12,2019,49.275223,-123.00331
51386,Burnaby,55,19,31,17,21,8,2019,49.273455,-123.003294
51389,Burnaby,739,277,537,175,332,116,2019,49.266007,-123.003347
51390,Burnaby,367,90,204,55,136,32,2019,49.264033,-123.003368
51458,Burnaby,30,154,24,76,6,38,2019,49.263385,-123.003062
51460,Burnaby,82,91,51,80,36,69,2019,49.271387,-123.003117
51462,Burnaby,33,92,20,61,9,37,2019,49.2741,-123.003095
51463,Burnaby,75,238,32,128,15,87,2019,49.275944,-123.003113
51464,Burnaby,22,165,11,134,10,114,2019,49.278616,-123.003062
51465,Burnaby,1238,1474,843,1113,641,771,2019,49.281119,-123.003957
51466,Burnaby,92,216,75,206,53,119,2019,49.281127,-123.009658
51467,Burnaby,1067,634,770,450,548,296,2019,49.281147,-123.014877
51468,Burnaby,18,136,13,113,15,84,2019,49.281179,-123.01911
51469,Burnaby,9,98,7,83,0,67,2019,49.281222,-123.021845
51470,Vancouver,483,334,271,233,179,172,2019,49.281212,-123.026407
51542,Burnaby,1181,1993,192,459,82,126,2019,49.251498,-123.004148
51543,Burnaby,550,1221,168,540,125,408,2019,49.254143,-123.004113
51545,Burnaby,1658,634,536,231,402,184,2019,49.254146,-123.004474
51546,Burnaby,1501,979,410,162,131,79,2019,49.251436,-123.004474
51547,Burnaby,440,119,233,47,132,41,2019,49.247982,-123.004458
51746,Vancouver,24,16,6,26,9,21,2019,49.283253,-123.031278
51748,North Vancouver District,109,53,45,16,44,14,2019,49.306044,-123.031376
51749,North Vancouver District,46,63,39,43,33,19,2019,49.309148,-123.031976
51752,North Vancouver District,0,71,0,32,0,32,2019,49.315778,-123.023902
51755,North Vancouver District,256,10,54,0,35,0,2019,49.317205,-123.024083
51756,North Vancouver District,212,27,161,8,164,8,2019,49.312987,-123.025195
51757,North Vancouver District,220,118,105,37,60,25,2019,49.311044,-123.032716
51758,North Vancouver District,63,32,28,21,26,13,2019,49.309442,-123.032289
51759,North Vancouver District,96,61,55,49,50,38,2019,49.307703,-123.032056
51760,North Vancouver District,84,385,20,188,7,172,2019,49.305957,-123.03147
52510,Burnaby,36,55,25,58,15,24,2019,49.235911,-123.003266
52511,Burnaby,54,54,29,60,23,30,2019,49.237319,-123.003261
52512,Burnaby,28,62,18,55,11,52,2019,49.238854,-123.003286
52513,Burnaby,68,99,61,94,83,221,2019,49.240537,-123.003294
52588,Burnaby,316,174,194,74,150,65,2019,49.242583,-123.003491
52589,Burnaby,115,55,128,42,249,51,2019,49.239901,-123.003479
52590,Burnaby,64,25,65,15,51,10,2019,49.238369,-123.003467
52591,Burnaby,96,55,63,19,48,16,2019,49.236702,-123.003467
52692,Burnaby,163,3789,130,2610,99,2189,2019,49.226277,-123.003299
52736,Burnaby,3991,0,2452,0,1721,0,2019,49.225794,-123.002518
52738,Burnaby,167,41,113,36,78,20,2019,49.232393,-123.003238
52739,Burnaby,203,265,42,111,41,73,2019,49.243312,-123.003169
52740,Burnaby,82,386,32,126,18,91,2019,49.247628,-123.003869
52741,Burnaby,78,107,39,46,22,38,2019,49.233488,-123.003443
52943,Burnaby,124,586,99,407,70,248,2019,49.280153,-123.004372
52963,Burnaby,74,53,60,32,54,19,2019,49.271623,-123.003302
53962,North Vancouver District,78,122,50,93,29,43,2019,49.311744,-123.032491
54026,North Vancouver District,472,811,295,262,207,234,2019,49.30564,-123.029001
54100,North Vancouver District,1044,391,503,331,330,192,2019,49.305323,-123.028735
54422,North Vancouver District,51,196,14,143,9,130,2019,49.313087,-123.024687
58043,Vancouver,61,126,108,247,107,215,2019,49.281385,-123.025946
58143,Vancouver,1138,1874,635,1152,492,963,2019,49.281026,-123.024952
58161,North Vancouver District,89,0,46,0,24,0,2019,49.31572,-123.024145
58428,Burnaby,790,1427,482,894,319,670,2019,49.280953,-123.013446
58496,Burnaby,340,2371,222,1073,130,780,2019,49.26579,-123.002999
60195,Burnaby,62,8512,29,5597,35,4356,2019,49.22639,-123.004928
60329,Burnaby,751,284,511,257,347,156,2019,49.266821,-123.003002
61070,North Vancouver District,283,371,0,0,0,0,2019,49.319395,-123.018759
61239,North Vancouver District,5,167,0,17,0,7,2019,49.31787,-123.023891
61258,Burnaby,262,99,131,65,108,55,2019,49.261663,-123.003449
61259,Burnaby,101,301,76,172,39,121,2019,49.261653,-123.003137
61752,Burnaby,289,72,261,63,186,45,2019,49.229033,-123.005865
61806,Burnaby,355,543,238,354,166,211,2019,49.267569,-123.003374
51380,Burnaby,139,94,116,85,77,44,2019,49.280948,-123.008143
51381,Burnaby,1653,1321,1025,854,826,678,2019,49.280927,-123.005171
51465,Burnaby,1238,1474,843,1113,641,771,2019,49.281119,-123.003957
51466,Burnaby,92,216,75,206,53,119,2019,49.281127,-123.009658
51467,Burnaby,1067,634,770,450,548,296,2019,49.281147,-123.014877
52964,Burnaby,0,0,0,0,0,0,2019,49.28231,-123.02331
52965,Burnaby,0,0,0,0,0,0,2019,49.284094,-123.023268
52966,Burnaby,0,0,0,0,0,0,2019,49.285924,-123.023238
52967,Burnaby,16,11,12,7,7,7,2019,49.287961,-123.020951
52968,Burnaby,0,0,0,0,0,0,2019,49.287392,-123.018147
52969,Burnaby,0,0,0,0,0,0,2019,49.287379,-123.015799
52970,Burnaby,10,5,0,0,0,0,2019,49.287363,-123.013693
52971,Burnaby,13,0,6,0,5,0,2019,49.287342,-123.010734
52975,Burnaby,0,0,0,0,0,0,2019,49.286146,-123.003094
52976,Burnaby,0,0,0,0,0,0,2019,49.284404,-123.00312
52977,Burnaby,0,7,0,0,0,0,2019,49.282621,-123.003139
52978,Burnaby,10,0,0,0,0,0,2019,49.282191,-123.003044
52979,Burnaby,0,0,0,0,0,0,2019,49.283992,-123.003012
52980,Burnaby,0,0,0,0,0,0,2019,49.2858,-123.002948
52983,Burnaby,0,0,0,0,0,0,2019,49.287403,-123.008917
52984,Burnaby,5,10,0,0,0,5,2019,49.287419,-123.011609
52985,Burnaby,0,6,0,0,0,0,2019,49.287444,-123.014389
52986,Burnaby,0,5,0,0,0,0,2019,49.287464,-123.016452
52988,Vancouver,0,0,0,0,0,0,2019,49.287261,-123.02361
52989,Vancouver,0,0,0,0,0,0,2019,49.286231,-123.023627
52990,Vancouver,0,0,0,0,0,0,2019,49.284524,-123.023659
52991,Vancouver,0,0,0,0,0,0,2019,49.282683,-123.023697
58428,Burnaby,790,1427,482,894,319,670,2019,49.280953,-123.013446
58706,Burnaby,13,22,12,15,8,14,2019,49.288414,-123.022039
58707,Burnaby,18,24,11,11,14,15,2019,49.281716,-123.016137
59576,Burnaby,0,7,0,0,0,0,2019,49.287718,-123.023214
59889,Vancouver,41,42,13,19,17,20,2019,49.281403,-123.025625
60562,Burnaby,5,5,0,0,0,0,2019,49.289497,-123.023179
51380,Burnaby,139,94,116,85,77,44,2019,49.280948,-123.008143
51381,Burnaby,1653,1321,1025,854,826,678,2019,49.280927,-123.005171
51465,Burnaby,1238,1474,843,1113,641,771,2019,49.281119,-123.003957
51466,Burnaby,92,216,75,206,53,119,2019,49.281127,-123.009658
51467,Burnaby,1067,634,770,450,548,296,2019,49.281147,-123.014877
51844,Burnaby,122,56,96,56,59,19,2019,49.2809,-123.00183
51878,Burnaby,73,63,57,70,53,40,2019,49.281077,-122.995896
51879,Burnaby,53,100,27,69,25,63,2019,49.281099,-123.000747
52945,Burnaby,0,0,0,0,0,0,2019,49.283114,-122.994624
52946,Burnaby,0,19,0,9,0,8,2019,49.285877,-122.994536
52947,Burnaby,0,9,0,8,0,7,2019,49.283521,-122.991608
52948,Burnaby,0,8,0,5,0,0,2019,49.283312,-122.990457
52949,Burnaby,0,8,0,0,0,0,2019,49.28445,-122.989844
52950,Burnaby,0,7,0,5,0,0,2019,49.284756,-122.989013
52951,Burnaby,0,7,0,5,0,0,2019,49.286326,-122.988457
52952,Burnaby,0,13,0,6,0,0,2019,49.286306,-122.987186
52953,Burnaby,0,8,0,5,0,5,2019,49.286264,-122.985645
52954,Burnaby,10,28,7,15,0,14,2019,49.286257,-122.984345
52955,Burnaby,7,18,6,16,0,13,2019,49.284462,-122.984177
52956,Burnaby,0,0,0,0,0,0,2019,49.284493,-122.988122
52957,Burnaby,0,0,0,0,0,0,2019,49.284554,-122.990254
52958,Burnaby,0,0,0,0,0,0,2019,49.283244,-122.990956
52959,Burnaby,5,0,0,0,0,0,2019,49.284197,-122.992289
52960,Burnaby,12,0,8,0,6,0,2019,49.285732,-122.994722
52961,Burnaby,0,0,0,0,0,0,2019,49.282511,-122.994724
58428,Burnaby,790,1427,482,894,319,670,2019,49.280953,-123.013446
58599,Burnaby,0,6,0,0,0,0,2019,49.282099,-122.99465
58707,Burnaby,18,24,11,11,14,15,2019,49.281716,-123.016137
51871,Burnaby,113,88,102,88,74,62,2019,49.280453,-122.965438
52533,Burnaby,46,28,22,22,15,13,2019,49.261699,-122.966987
52537,Burnaby,0,0,0,0,0,0,2019,49.260983,-122.95602
52539,Burnaby,22,0,6,7,7,0,2019,49.258862,-122.956938
52566,Burnaby,31,25,18,12,13,10,2019,49.261514,-122.956521
52567,Burnaby,20,17,10,5,8,5,2019,49.261966,-122.959556
52568,Burnaby,37,76,17,37,15,26,2019,49.261791,-122.965817
52809,Burnaby,19,0,8,0,12,0,2019,49.270995,-123.002468
52810,Burnaby,9,9,0,5,6,0,2019,49.270723,-122.99969
52811,Burnaby,7,11,0,7,0,6,2019,49.268274,-122.996667
52812,Burnaby,27,70,5,42,6,41,2019,49.26865,-122.992115
52813,Burnaby,12,29,6,22,6,17,2019,49.270477,-122.992114
52814,Burnaby,0,12,0,10,0,7,2019,49.272871,-122.992095
52815,Burnaby,11,14,0,11,0,7,2019,49.274832,-122.992077
52816,Burnaby,15,15,0,11,0,9,2019,49.275471,-122.991581
52817,Burnaby,23,29,12,21,10,19,2019,49.275455,-122.987355
52818,Burnaby,10,12,5,12,6,7,2019,49.275429,-122.981221
52820,Burnaby,7,42,6,16,0,12,2019,49.275154,-122.975107
52821,Burnaby,23,45,20,20,19,21,2019,49.275151,-122.969579
52824,Burnaby,81,97,54,33,57,31,2019,49.274864,-122.953554
52825,Burnaby,52,44,38,13,27,8,2019,49.27311,-122.953563
52828,Burnaby,50,42,32,31,26,22,2019,49.269603,-122.945685
52829,Burnaby,93,42,50,31,33,23,2019,49.267956,-122.947707
52830,Burnaby,52,24,40,19,30,14,2019,49.268014,-122.95117
52831,Burnaby,180,161,90,62,75,47,2019,49.267617,-122.953438
52832,Burnaby,30,28,19,10,10,7,2019,49.26513,-122.953467
52833,Burnaby,36,21,20,9,13,6,2019,49.263035,-122.953487
52837,Burnaby,0,9,0,0,0,0,2019,49.261184,-122.948215
52838,Burnaby,0,9,0,0,0,0,2019,49.26086,-122.940876
52839,Burnaby,0,0,0,0,0,0,2019,49.260851,-122.936395
52881,Burnaby,9,0,0,0,0,0,2019,49.260945,-122.940798
52882,Burnaby,0,0,0,0,0,0,2019,49.261263,-122.948952
52886,Burnaby,36,55,22,32,16,32,2019,49.267916,-122.951663
52887,Burnaby,38,47,26,33,18,23,2019,49.268799,-122.946063
52890,Burnaby,120,98,50,83,31,63,2019,49.273013,-122.953411
52895,Burnaby,34,44,19,13,16,14,2019,49.275281,-122.970593
52896,Burnaby,21,10,13,7,10,8,2019,49.275272,-122.97518
52897,Burnaby,14,12,9,9,9,9,2019,49.275531,-122.981672
52898,Burnaby,32,13,25,8,22,6,2019,49.275557,-122.988246
52899,Burnaby,30,21,21,6,14,0,2019,49.27518,-122.992251
52900,Burnaby,9,7,0,0,5,0,2019,49.272496,-122.992254
52901,Burnaby,18,9,7,0,11,8,2019,49.269784,-122.992268
52902,Burnaby,18,26,11,10,8,8,2019,49.268504,-122.992305
52903,Burnaby,0,12,0,0,0,5,2019,49.268596,-122.997503
52904,Burnaby,0,16,0,7,0,9,2019,49.270171,-123.000223
52917,Burnaby,18,33,5,11,0,12,2019,49.267932,-122.964192
52918,Burnaby,5,11,0,7,0,8,2019,49.267927,-122.960951
52919,Burnaby,8,30,5,15,0,14,2019,49.26793,-122.958576
52920,Burnaby,6,16,6,9,0,12,2019,49.267923,-122.955923
53072,Burnaby,12,7,5,5,0,0,2019,49.261977,-122.964546
53073,Burnaby,12,17,6,10,0,10,2019,49.264608,-122.964544
53074,Burnaby,6,9,0,5,0,5,2019,49.266372,-122.964521
53075,Burnaby,27,21,16,12,15,8,2019,49.268264,-122.96451
53076,Burnaby,28,32,15,18,15,16,2019,49.270035,-122.964524
53077,Burnaby,36,39,24,22,25,18,2019,49.271859,-122.964525
53078,Burnaby,26,22,11,11,6,10,2019,49.2736,-122.96454
53080,Burnaby,25,13,15,6,10,5,2019,49.274801,-122.96472
53081,Burnaby,21,12,12,6,9,6,2019,49.273077,-122.964698
53082,Burnaby,48,37,28,23,23,28,2019,49.271235,-122.964689
53083,Burnaby,24,27,16,16,14,15,2019,49.269472,-122.964679
53084,Burnaby,16,25,9,11,6,12,2019,49.26752,-122.964676
53085,Burnaby,6,14,0,0,0,5,2019,49.265137,-122.964685
53086,Burnaby,8,12,5,5,0,0,2019,49.263654,-122.964697
53304,Burnaby,5,38,0,22,0,15,2019,49.258523,-122.955209
53305,Burnaby,5,10,0,0,0,5,2019,49.254139,-122.937052
58287,Burnaby,43,14,36,5,30,5,2019,49.268632,-123.002989
58359,Burnaby,14,16,0,5,0,0,2019,49.256395,-122.928242
58360,Burnaby,0,0,0,0,0,0,2019,49.25554,-122.933056
58363,Burnaby,69,81,31,22,26,15,2019,49.255848,-122.937831
58364,Burnaby,0,0,0,0,0,0,2019,49.258128,-122.937815
58374,Burnaby,39,45,24,32,19,30,2019,49.278015,-122.964558
58376,Burnaby,46,47,27,28,20,21,2019,49.27563,-122.964554
58379,Burnaby,162,75,10,5,7,0,2019,49.277492,-122.970149
58380,Burnaby,201,176,117,98,105,85,2019,49.279834,-122.97013
58441,Burnaby,348,325,187,172,158,131,2019,49.258603,-122.963986
58451,Burnaby,0,28,0,13,0,14,2019,49.261035,-122.952748
58460,Burnaby,0,0,0,0,0,0,2019,49.260186,-122.937447
59486,Burnaby,0,0,0,0,0,0,2019,49.259302,-122.9278
59586,Burnaby,46,96,20,45,18,38,2019,49.267917,-122.948703
60328,Burnaby,45,42,11,7,5,5,2019,49.254743,-122.938112
61802,Burnaby,287,153,177,85,139,76,2019,49.266536,-123.001909
61803,Burnaby,202,173,86,105,75,80,2019,49.266221,-122.99977
61807,Burnaby,8,102,5,68,5,62,2019,49.268608,-123.003388
52089,Burnaby,17,0,26,0,22,0,2019,49.249413,-122.898833
52105,Burnaby,0,0,0,9,0,6,2019,49.249751,-122.900121
52751,Burnaby,7,0,0,0,0,0,2019,49.266048,-122.996995
52752,Burnaby,32,25,11,12,8,11,2019,49.264308,-122.990696
52753,Burnaby,0,0,0,0,0,0,2019,49.263205,-122.988339
52790,Burnaby,15,24,8,11,6,9,2019,49.263533,-122.98873
52792,Burnaby,0,9,6,7,5,7,2019,49.266442,-122.998687
52828,Burnaby,50,42,32,31,26,22,2019,49.269603,-122.945685
52829,Burnaby,93,42,50,31,33,23,2019,49.267956,-122.947707
52830,Burnaby,52,24,40,19,30,14,2019,49.268014,-122.95117
52840,Burnaby,77,86,8,17,0,9,2019,49.252623,-122.913354
52842,Burnaby,5,9,0,0,0,0,2019,49.26126,-122.927932
52843,Burnaby,18,7,8,0,5,0,2019,49.264573,-122.92632
52844,Burnaby,19,10,7,0,0,0,2019,49.264328,-122.923887
52845,Burnaby,47,20,22,9,21,6,2019,49.264631,-122.91993
52846,Burnaby,58,15,26,0,18,0,2019,49.264008,-122.915243
52847,Burnaby,22,6,11,0,9,0,2019,49.2636,-122.911152
52848,Burnaby,14,5,8,0,5,0,2019,49.263789,-122.907247
52849,Burnaby,60,9,32,0,27,0,2019,49.264891,-122.904956
52850,Burnaby,25,5,11,0,11,0,2019,49.262961,-122.906492
52851,Burnaby,31,0,18,0,13,0,2019,49.261856,-122.91031
52867,Burnaby,171,76,22,7,17,6,2019,49.255374,-122.909668
52868,Burnaby,75,15,29,7,16,8,2019,49.256986,-122.910536
52869,Burnaby,51,86,24,7,22,6,2019,49.25813,-122.916686
52870,Burnaby,7,33,0,14,0,10,2019,49.261735,-122.909426
52871,Burnaby,0,21,0,9,0,10,2019,49.262756,-122.906674
52872,Burnaby,14,72,6,36,0,30,2019,49.264955,-122.903245
52873,Burnaby,6,23,0,11,0,7,2019,49.263833,-122.907396
52874,Burnaby,7,34,0,17,0,16,2019,49.263719,-122.911287
52875,Burnaby,15,125,0,40,0,33,2019,49.264042,-122.914674
52876,Burnaby,25,55,8,27,7,21,2019,49.264801,-122.920409
52877,Burnaby,9,21,0,13,0,9,2019,49.264479,-122.923526
52878,Burnaby,9,19,0,7,0,6,2019,49.264678,-122.926726
52879,Burnaby,6,9,0,0,0,0,2019,49.261171,-122.928104
52886,Burnaby,36,55,22,32,16,32,2019,49.267916,-122.951663
52887,Burnaby,38,47,26,33,18,23,2019,49.268799,-122.946063
52912,Burnaby,0,8,0,5,0,5,2019,49.267956,-122.980575
52913,Burnaby,0,13,0,5,0,0,2019,49.267951,-122.978182
52914,Burnaby,11,25,0,18,0,18,2019,49.267952,-122.975136
52915,Burnaby,0,15,0,13,0,10,2019,49.267952,-122.972366
52916,Burnaby,8,40,0,27,0,29,2019,49.267937,-122.969604
52917,Burnaby,18,33,5,11,0,12,2019,49.267932,-122.964192
52918,Burnaby,5,11,0,7,0,8,2019,49.267927,-122.960951
52919,Burnaby,8,30,5,15,0,14,2019,49.26793,-122.958576
52920,Burnaby,6,16,6,9,0,12,2019,49.267923,-122.955923
52924,Burnaby,48,12,41,7,32,7,2019,49.268018,-122.953857
52925,Burnaby,26,11,19,8,20,6,2019,49.26802,-122.956825
52926,Burnaby,21,12,16,6,12,6,2019,49.268031,-122.959608
52927,Burnaby,10,6,5,0,5,0,2019,49.268034,-122.962229
52928,Burnaby,29,22,16,10,11,7,2019,49.268037,-122.965074
52929,Burnaby,6,0,6,0,7,0,2019,49.268041,-122.966784
52930,Burnaby,28,11,18,6,12,6,2019,49.268033,-122.970568
52931,Burnaby,8,0,7,0,6,0,2019,49.268031,-122.973038
52932,Burnaby,26,8,15,0,11,0,2019,49.26763,-122.975694
52933,Burnaby,0,0,0,0,0,0,2019,49.26599,-122.976378
52934,Burnaby,0,0,0,0,0,0,2019,49.264702,-122.97728
52936,Burnaby,36,10,18,9,13,7,2019,49.266541,-122.981093
53097,Burnaby,0,33,0,0,0,0,2019,49.252106,-122.911572
58304,Burnaby,34,167,7,21,0,15,2019,49.260055,-122.91557
58305,Burnaby,13,7,0,0,0,0,2019,49.25998,-122.91605
58342,Burnaby,907,880,555,457,454,304,2019,49.264688,-122.981032
58343,Burnaby,938,881,463,568,340,435,2019,49.264489,-122.981313
58347,Burnaby,28,19,17,13,11,10,2019,49.251475,-122.905113
58348,Burnaby,10,19,6,11,0,9,2019,49.250978,-122.903693
58352,Burnaby,11,32,5,5,0,0,2019,49.257296,-122.916944
58359,Burnaby,14,16,0,5,0,0,2019,49.256395,-122.928242
58360,Burnaby,0,0,0,0,0,0,2019,49.25554,-122.933056
58363,Burnaby,69,81,31,22,26,15,2019,49.255848,-122.937831
58368,Burnaby,9,18,6,12,6,11,2019,49.26506,-122.936967
58369,Burnaby,12,22,10,11,8,7,2019,49.264465,-122.937101
58370,Burnaby,7,8,0,0,0,0,2019,49.269991,-122.94094
58371,Burnaby,8,11,6,6,5,6,2019,49.270035,-122.941703
58384,Burnaby,16,23,8,9,10,0,2019,49.263261,-122.985569
58385,Burnaby,13,37,0,14,0,5,2019,49.262985,-122.986025
58430,Burnaby,536,3091,207,1708,170,1238,2019,49.247428,-122.894766
58431,Burnaby,191,0,104,0,84,0,2019,49.247544,-122.894975
59315,Burnaby,321,622,155,292,113,230,2019,49.253798,-122.918198
59316,Burnaby,569,317,269,186,205,113,2019,49.254032,-122.918229
59586,Burnaby,46,96,20,45,18,38,2019,49.267917,-122.948703
60328,Burnaby,45,42,11,7,5,5,2019,49.254743,-122.938112
61802,Burnaby,287,153,177,85,139,76,2019,49.266536,-123.001909
61803,Burnaby,202,173,86,105,75,80,2019,49.266221,-122.99977
51860,Burnaby,36,458,5,94,0,45,2019,49.280051,-122.918649
51862,Burnaby,336,15,177,5,47,0,2019,49.276558,-122.916031
51863,Burnaby,2214,181,761,74,578,41,2019,49.279957,-122.920119
51864,Burnaby,223,72,265,54,206,47,2019,49.281238,-122.928277
52806,Burnaby,395,4610,125,1391,94,1191,2019,49.279954,-122.919905
52998,Burnaby,1257,1161,0,0,0,0,2019,49.278447,-122.912574
53045,Coquitlam,252,138,12,15,14,11,2019,49.263283,-122.823035
53046,Coquitlam,10,6,0,0,0,0,2019,49.263331,-122.830605
53047,Coquitlam,34,43,10,7,14,10,2019,49.263405,-122.83504
53048,Coquitlam,56,83,42,32,23,24,2019,49.263403,-122.837829
53049,Coquitlam,33,22,21,10,24,12,2019,49.263447,-122.841784
53050,Coquitlam,8,6,0,0,5,0,2019,49.26346,-122.843923
53051,Coquitlam,33,19,25,12,15,11,2019,49.263492,-122.847099
53052,Coquitlam,17,14,7,5,12,5,2019,49.263498,-122.850097
53053,Coquitlam,64,21,34,15,34,14,2019,49.263528,-122.853889
53054,Coquitlam,105,36,54,17,47,18,2019,49.263557,-122.858171
53055,Coquitlam,104,43,50,18,48,16,2019,49.263586,-122.863597
53056,Coquitlam,90,33,50,14,45,11,2019,49.263646,-122.869223
53057,Coquitlam,40,8,20,6,16,0,2019,49.263652,-122.874696
53059,Coquitlam,8,31,6,7,0,10,2019,49.263416,-122.88498
53122,Coquitlam,1230,0,0,0,0,0,2019,49.261316,-122.890197
59003,Coquitlam,539,16,0,0,0,0,2019,49.263168,-122.889692
59044,Burnaby,488,15,202,7,163,5,2019,49.277133,-122.909375
59117,Coquitlam,0,83,0,0,0,0,2019,49.262816,-122.892396
59124,Coquitlam,71,12,0,0,0,0,2019,49.26305,-122.89219
59554,Coquitlam,0,2536,0,407,0,370,2019,49.261403,-122.889518
60015,Burnaby,1189,64,389,30,289,18,2019,49.280328,-122.921004
61746,Coquitlam,34,23,14,5,14,5,2019,49.263666,-122.877786
61748,Coquitlam,14,27,6,10,6,8,2019,49.263627,-122.881123
51401,Burnaby,204,138,133,60,163,60,2019,49.239512,-122.963822
51402,Burnaby,51,30,43,14,41,9,2019,49.238484,-122.959861
51403,Burnaby,12,12,7,0,0,0,2019,49.236789,-122.956115
51445,Burnaby,207,290,61,162,50,145,2019,49.236223,-122.955117
51856,Burnaby,614,939,251,651,186,495,2019,49.280277,-122.952556
51857,Burnaby,24,20,8,20,0,11,2019,49.277354,-122.946042
51858,Burnaby,16,17,5,12,6,8,2019,49.275139,-122.941231
51860,Burnaby,36,458,5,94,0,45,2019,49.280051,-122.918649
51862,Burnaby,336,15,177,5,47,0,2019,49.276558,-122.916031
51863,Burnaby,2214,181,761,74,578,41,2019,49.279957,-122.920119
51864,Burnaby,223,72,265,54,206,47,2019,49.281238,-122.928277
51865,Burnaby,5,26,5,12,0,7,2019,49.275447,-122.941479
51866,Burnaby,14,29,5,12,9,9,2019,49.278164,-122.946823
52466,Burnaby,88,112,55,127,33,75,2019,49.227685,-122.996794
52467,Burnaby,57,259,36,253,40,207,2019,49.228641,-122.999701
52468,Burnaby,35,221,13,202,12,142,2019,49.229088,-123.003381
52469,Burnaby,29,346,18,224,14,202,2019,49.227578,-123.005015
52500,Burnaby,821,84,608,54,437,46,2019,49.224203,-123.000304
52501,Burnaby,82,39,63,18,35,16,2019,49.224103,-122.997738
52502,Burnaby,124,105,55,39,37,28,2019,49.225569,-122.994051
52503,Burnaby,193,128,86,63,75,58,2019,49.227326,-122.994102
52528,Burnaby,107,78,32,44,21,34,2019,49.245817,-122.974513
52529,Burnaby,49,78,35,63,26,60,2019,49.248593,-122.974611
52531,Burnaby,46,56,23,23,25,21,2019,49.24985,-122.970225
52533,Burnaby,46,28,22,22,15,13,2019,49.261699,-122.966987
52534,Burnaby,34,43,18,25,6,17,2019,49.261458,-122.963811
52535,Burnaby,30,46,12,17,9,24,2019,49.26148,-122.956905
52566,Burnaby,31,25,18,12,13,10,2019,49.261514,-122.956521
52567,Burnaby,20,17,10,5,8,5,2019,49.261966,-122.959556
52568,Burnaby,37,76,17,37,15,26,2019,49.261791,-122.965817
52569,Burnaby,45,26,28,26,23,20,2019,49.24999,-122.967656
52570,Burnaby,28,26,25,14,15,17,2019,49.250017,-122.969368
52571,Burnaby,90,74,66,42,69,46,2019,49.249593,-122.9748
52572,Burnaby,54,39,32,10,26,8,2019,49.247612,-122.974806
52597,Burnaby,53,44,24,18,30,18,2019,49.2291,-122.994316
